"accession","X20181107_18.053_16_1_track16.x","X20181107_18.053_17_1_track17.x","X20181107_18.053_18_1_track18.x","X20181107_18.053_7_1_track7.x","X20181107_18.053_8_1_track8.x","X20181107_18.053_9_1_track9.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_16_1_track16.y","X20181107_18.053_17_1_track17.y","X20181107_18.053_18_1_track18.y","X20181107_18.053_7_1_track7.y","X20181107_18.053_8_1_track8.y","X20181107_18.053_9_1_track9.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659918550|emb|CDP48137.1|",7.76501024911481,7.86843094252905,7.75600985872142,8.36774570749546,8.37320092051163,8.47283245629929,"b45.a1.a1",0.000255657351787431,0.00857784707243254,"gi|659918550|emb|CDP48137.1| Aspartokinase (Aspartate kinase) [Propionibacterium freudenreichii subsp. freudenreichii]",4.05312654078384,16,22,18,32,29,32,"b45.a1.a1","OK",0.00231068733524537,0.0193896806827112,"gi|659918550|emb|CDP48137.1| Aspartokinase (Aspartate kinase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.66071428571429
"gi|659918556|emb|CDP48143.1|",7.4722313374134,7.34688804329276,7.19638168469553,7.34288297349779,7.93221291086964,7.71067585844721,"c130.a1.a1",0.162998210765613,0.336437588057137,"gi|659918556|emb|CDP48143.1| Hypothetical protein PFCIRM129_08990 [Propionibacterium freudenreichii subsp. freudenreichii]",2.35084299538736,7,12,8,20,15,15,"c130.a1.a1","OK",0.00826044087647293,0.0515851074446641,"gi|659918556|emb|CDP48143.1| Hypothetical protein PFCIRM129_08990 [Propionibacterium freudenreichii subsp. freudenreichii]",1.85185185185185
"gi|659918569|emb|CDP48156.1|",7.88608128326343,7.71655417824848,7.37916889875076,7.54917249411837,7.41167514442221,7.53377094632783,"c482.a1.a1",0.354461186555522,0.530015085907726,"gi|659918569|emb|CDP48156.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.623771142565728,4,5,5,5,5,5,"c482.a1.a1","OK",0.852669247886324,0.913880409076629,"gi|659918569|emb|CDP48156.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.07142857142857
"gi|659918579|emb|CDP48129.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,3,3,"c593.a1.a1","OK",0.0764177527434687,0.280037207838408,"gi|659918579|emb|CDP48129.1| Xylulokinase protein, Carbohydrate kinase [Propionibacterium freudenreichii subsp. freudenreichii]",3
"gi|659918587|emb|CDP48089.1|",9.22829730129157,9.2206508441693,8.98670197997323,8.16910217023939,8.67568730184652,8.20967389398197,"b47.a1.a1",0.0117888273085603,0.0547001587117197,"gi|659918587|emb|CDP48089.1| dihydrolipoyllysine-residue (2-methylpropanoyl)transferase. Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (E2) (Dihydrolipoamide branched chain transacylase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.181233242091014,28,32,28,21,20,22,"b47.a1.a1","OK",0.0414335924094017,0.187422265664403,"gi|659918587|emb|CDP48089.1| dihydrolipoyllysine-residue (2-methylpropanoyl)transferase. Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (E2) (Dihydrolipoamide branched chain transacylase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.715909090909091
"gi|659918588|emb|CDP48090.1|",8.87234295550461,8.93200230990839,9.11660992560877,8.20143390104348,8.48544763218181,7.97518054229032,"b58.a1.a1",0.0102932331917877,0.0505938580613295,"gi|659918588|emb|CDP48090.1| 2-oxoisovalerate dehydrogenase subunit beta (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta) Pyruvate dehydrogenase E1 component subunit beta [Propionibacterium freudenreichii subsp. freudenreichii]",0.192293464441267,17,25,24,24,20,15,"b58.a1.a1","OK",0.531142556766045,0.833446986447565,"gi|659918588|emb|CDP48090.1| 2-oxoisovalerate dehydrogenase subunit beta (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta) Pyruvate dehydrogenase E1 component subunit beta [Propionibacterium freudenreichii subsp. freudenreichii]",0.893939393939394
"gi|659918589|emb|CDP48091.1|",8.50996212355394,8.74666980950121,8.98384619541997,8.19078197352699,8.06748388537711,8.1647986946373,"b53.a1.a1",0.0129432055129324,0.0586488999804751,"gi|659918589|emb|CDP48091.1| 2-oxoisovalerate dehydrogenase subunit alpha (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha) [Propionibacterium freudenreichii subsp. freudenreichii]",0.226612120805998,22,32,32,28,17,17,"b53.a1.a1","OK",0.0480244205135066,0.205971403535706,"gi|659918589|emb|CDP48091.1| 2-oxoisovalerate dehydrogenase subunit alpha (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha) [Propionibacterium freudenreichii subsp. freudenreichii]",0.72093023255814
"gi|659918600|emb|CDP48102.1|",6.59366448135084,6.74041524796296,6.88398641356052,6.50786857686036,7.34894263444089,6.16541426127673,"c595.a1.a1",0.86546415599791,0.930517961475896,"gi|659918600|emb|CDP48102.1| NAD-dependent epimerase/dehydratase [Propionibacterium freudenreichii subsp. freudenreichii]",1.58177637572685,2,3,3,3,3,1,"c595.a1.a1","OK",0.796179498219334,0.91028495461161,"gi|659918600|emb|CDP48102.1| NAD-dependent epimerase/dehydratase [Propionibacterium freudenreichii subsp. freudenreichii]",0.875
"gi|659918608|emb|CDP48110.1|",7.67162019777562,7.46063792975461,7.25010788692963,8.07780189520779,8.14663304445665,8.29846177202224,"c454.a1.a1",0.0066571388951303,0.0386114055917558,"gi|659918608|emb|CDP48110.1| Fic protein [Propionibacterium freudenreichii subsp. freudenreichii]",4.89865076372521,5,5,4,4,4,4,"c454.a1.a1","OK",0.694743411831768,0.901920258857833,"gi|659918608|emb|CDP48110.1| Fic protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.857142857142857
"gi|659918621|emb|CDP48123.1|",7.83903774743898,8.07118688514925,8.10286889792852,7.24757415302907,7.32732139032016,7.44936518380298,"c220.a1.a1",0.00286820004819405,0.0221181837499926,"gi|659918621|emb|CDP48123.1| Dihydroorotate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.213907435386931,8,10,9,9,7,7,"c220.a1.a1","OK",0.571402061745644,0.853841547499271,"gi|659918621|emb|CDP48123.1| Dihydroorotate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.851851851851852
"gi|659918622|emb|CDP48124.1|",10.1743145307125,9.97491962339028,10.0525099057067,9.58314770675149,9.93683161356532,9.72109514474442,"a1.a1.a1",0.0535228873255106,0.158384054330593,"gi|659918622|emb|CDP48124.1| Pyruvate synthase/Pyruvate-flavodoxin oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.497358092788049,122,133,131,138,128,125,"a1.a1.a1","OK",0.857643558618158,0.913880409076629,"gi|659918622|emb|CDP48124.1| Pyruvate synthase/Pyruvate-flavodoxin oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",1.01295336787565
"gi|659918623|emb|CDP48125.1|",8.13463012336673,7.81041973881702,7.99738220745811,8.51145552109983,8.3322854593365,8.43838926789671,"b37.a1.a1",0.0141658307355187,0.062243801716673,"gi|659918623|emb|CDP48125.1| FAD-dependent pyridine nucleotide-disulphide oxidoreductase:4Fe-4S ferredoxin, iron-sulfur binding:Aromatic-ring hydroxylase [Propionibacterium freudenreichii subsp. freudenreichii]",2.7100246672256,19,23,19,41,37,42,"b37.a1.a1","OK",9.60715323776421e-06,0.000309030095814749,"gi|659918623|emb|CDP48125.1| FAD-dependent pyridine nucleotide-disulphide oxidoreductase:4Fe-4S ferredoxin, iron-sulfur binding:Aromatic-ring hydroxylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.9672131147541
"gi|659918631|emb|CDP48034.1|",9.2442692094878,9.1749195447175,9.02871742051897,9.895446258579,9.79644308767469,9.87979522009162,"b27.a1.a1",0.000555178746917302,0.0110653016242311,"gi|659918631|emb|CDP48034.1| cell-wall peptidases, NlpC/P60 family secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",5.02414917501116,37,39,37,57,49,50,"b27.a1.a1","OK",0.00860424636450152,0.0524406173162777,"gi|659918631|emb|CDP48034.1| cell-wall peptidases, NlpC/P60 family secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.38053097345133
"gi|659918636|emb|CDP48039.1|",7.75543338148273,7.54317421451199,7.54571595428503,7.86266765341823,7.81060832573574,7.9778767717523,"c215.a1.a1",0.0352292782141053,0.120194008024594,"gi|659918636|emb|CDP48039.1| Amidophosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.83128781187945,7,10,8,15,12,15,"c215.a1.a1","OK",0.0367717854581479,0.168975109367203,"gi|659918636|emb|CDP48039.1| Amidophosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.68
"gi|659918637|emb|CDP48040.1|",8.92515065614067,8.76976286367288,8.69413372758845,7.63988388032879,7.42592856481781,7.61933522159824,"c324.a1.a1",0.000213131386584348,0.00857784707243254,"gi|659918637|emb|CDP48040.1| Hypothetical protein PFCIRM129_08715 [Propionibacterium freudenreichii subsp. freudenreichii]",0.0581539495184291,5,8,8,7,7,8,"c324.a1.a1","OK",0.878788296431438,0.914667063795834,"gi|659918637|emb|CDP48040.1| Hypothetical protein PFCIRM129_08715 [Propionibacterium freudenreichii subsp. freudenreichii]",1.04761904761905
"gi|659918644|emb|CDP48047.1|",7.86450827097397,8.05953891114826,7.69543394581004,8.0573337917207,7.92288748099528,7.96102915065748,"c166.a1.a1",0.394557614772436,0.568375364691601,"gi|659918644|emb|CDP48047.1| Phosphoribosylformylglycinamidine synthase II (FGAM synthase II) [Propionibacterium freudenreichii subsp. freudenreichii]",1.21800606963777,9,14,13,19,16,18,"c166.a1.a1","OK",0.0706768362644939,0.265726546734688,"gi|659918644|emb|CDP48047.1| Phosphoribosylformylglycinamidine synthase II (FGAM synthase II) [Propionibacterium freudenreichii subsp. freudenreichii]",1.47222222222222
"gi|659918653|emb|CDP48056.1|",9.30306115633722,9.14792487929598,9.40530084853813,8.54358846689358,9.4320558838136,7.93849903732424,"c264.a1.a1",0.215287798734756,0.391242521629466,"gi|659918653|emb|CDP48056.1| Cobalt transport protein CbiM [Propionibacterium freudenreichii subsp. freudenreichii]",0.527150293807744,5,8,5,10,14,10,"c264.a1.a1","OK",0.0252908690065214,0.127562968634927,"gi|659918653|emb|CDP48056.1| Cobalt transport protein CbiM [Propionibacterium freudenreichii subsp. freudenreichii]",1.88888888888889
"gi|659918654|emb|CDP48057.1|",7.71144050790501,8.38941918232172,8.50780711964846,8.24727022706862,8.99006572891378,7.42630608750226,"c330.a1.a1",0.973333682497316,0.986829938068879,"gi|659918654|emb|CDP48057.1| Cobalt transport protein CbiN [Propionibacterium freudenreichii subsp. freudenreichii]",1.90891764475372,8,11,10,11,11,11,"c330.a1.a1","OK",0.611329235372211,0.865426961566049,"gi|659918654|emb|CDP48057.1| Cobalt transport protein CbiN [Propionibacterium freudenreichii subsp. freudenreichii]",1.13793103448276
"gi|659918657|emb|CDP48060.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,11,11,7,"c282.a1.a1","OK",7.62970215473344e-07,3.39815195968512e-05,"gi|659918657|emb|CDP48060.1| CobA Uroporphyrinogen III methyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",9.66666666666667
"gi|659918658|emb|CDP48061.1|",6.43946220921776,6.36084527239987,6.16424569167848,6.74582239486432,6.16424569167848,6.46063847955971,"c668.a1.a1",0.508691211290142,0.660289895954734,"gi|659918658|emb|CDP48061.1| ATP-dependent helicase HrpA [Propionibacterium freudenreichii subsp. freudenreichii]",1.52441019035083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918659|emb|CDP48062.1|",8.44824087545464,8.29580072380972,7.96092263993764,8.6837781164657,8.43112890631539,8.90966019312547,"c285.a1.a1",0.0922009340066802,0.232230001133926,"gi|659918659|emb|CDP48062.1| Hypothetical transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",2.74681410245191,8,10,9,7,7,7,"c285.a1.a1","OK",0.38585467491974,0.727719403187393,"gi|659918659|emb|CDP48062.1| Hypothetical transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.777777777777778
"gi|659918676|emb|CDP48079.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,3,"c549.a1.a1","OK",0.281686035221309,0.62971511348702,"gi|659918676|emb|CDP48079.1| SbcD, DNA repair exonuclease [Propionibacterium freudenreichii subsp. freudenreichii]",1.8
"gi|659918677|emb|CDP48080.1|",7.67297037452203,7.56966777512656,7.28899683524825,7.38813900583688,7.9720748804904,7.23190931820097,"c520.a1.a1",0.940255087205043,0.978457522015601,"gi|659918677|emb|CDP48080.1| ATP-dependent dsDNA exonuclease SbcC [Propionibacterium freudenreichii subsp. freudenreichii]",1.3047913902535,3,2,4,3,3,4,"c520.a1.a1","OK",0.818504610503065,0.91028495461161,"gi|659918677|emb|CDP48080.1| ATP-dependent dsDNA exonuclease SbcC [Propionibacterium freudenreichii subsp. freudenreichii]",1.11111111111111
"gi|659918679|emb|CDP48082.1|",9.42420090035704,9.39899712040767,9.39136271161306,9.42370308068351,9.46103914337533,9.5222663382079,"b35.a1.a1",0.102429724097066,0.244482469038265,"gi|659918679|emb|CDP48082.1| Carboxylic ester hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.16368847436701,25,49,47,50,47,53,"b35.a1.a1","OK",0.0778477868737918,0.283483450313996,"gi|659918679|emb|CDP48082.1| Carboxylic ester hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.2396694214876
"gi|659918681|emb|CDP48084.1|",9.46274899000723,9.32836540096694,9.38674529425332,8.9324352672119,8.99411353594984,8.8264012371616,"a7.a1.a1",0.00161326137232735,0.0158750770526088,"gi|659918681|emb|CDP48084.1| FAD linked oxidase domain protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.336468179690188,55,70,64,62,56,62,"a7.a1.a1","OK",0.639395243776322,0.873136429590779,"gi|659918681|emb|CDP48084.1| FAD linked oxidase domain protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.952380952380952
"gi|659918682|emb|CDP48085.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,"c572.a1.a1","OK",0.0764177527434687,0.280037207838408,"gi|659918682|emb|CDP48085.1| Beta-lactamase [Propionibacterium freudenreichii subsp. freudenreichii]",3
"gi|659918684|emb|CDP47958.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,7,8,9,"c331.a1.a1","OK",0.000233489928627022,0.00330517132845369,"gi|659918684|emb|CDP47958.1| Glutamyl-tRNA synthetase (Glutamate--tRNA ligase) (GluRS) [Propionibacterium freudenreichii subsp. freudenreichii]",4.8
"gi|659918687|emb|CDP47961.1|",8.93916079548638,8.85124622491877,8.83053010504879,9.63088456565077,9.71315067205113,9.70912113817584,"b12.a1.a1",4.54477872956185e-05,0.00483728899470646,"gi|659918687|emb|CDP47961.1| Elongation factor Tu [Propionibacterium freudenreichii subsp. freudenreichii]",6.45283237381424,25,43,42,87,81,81,"b12.a1.a1","OK",1.060574643114e-13,2.04690906121002e-11,"gi|659918687|emb|CDP47961.1| Elongation factor Tu [Propionibacterium freudenreichii subsp. freudenreichii]",2.26363636363636
"gi|659918688|emb|CDP47962.1|",7.40044858572174,7.16577679790014,6.86013326114213,7.76596621888468,7.41406327625888,7.5262499157052,"c117.a1.a1",0.0854706652466599,0.223314572396503,"gi|659918688|emb|CDP47962.1| Elongation factor G (EF-G) [Propionibacterium freudenreichii subsp. freudenreichii]",2.50595771989429,8,11,6,22,19,19,"c117.a1.a1","OK",0.000116442278847979,0.00205967542998028,"gi|659918688|emb|CDP47962.1| Elongation factor G (EF-G) [Propionibacterium freudenreichii subsp. freudenreichii]",2.4
"gi|659918689|emb|CDP47963.1|",8.75935742352396,9.00815188259363,9.39333059311461,6.96143825547442,8.17673223548251,7.74602293546633,"c265.a1.a1",0.0236373955157322,0.0873228624148069,"gi|659918689|emb|CDP47963.1| 30S ribosomal protein S7 [Propionibacterium freudenreichii subsp. freudenreichii]",0.0528856292309993,9,15,15,8,10,10,"c265.a1.a1","OK",0.178008548891955,0.481758148752447,"gi|659918689|emb|CDP47963.1| 30S ribosomal protein S7 [Propionibacterium freudenreichii subsp. freudenreichii]",0.717948717948718
"gi|659918690|emb|CDP47964.1|",8.16978359255952,8.15907228042352,8.5696916176464,7.57808641958676,8.2799451877176,7.90728998711872,"c616.a1.a1",0.195981859293762,0.372569920293063,"gi|659918690|emb|CDP47964.1| 30S ribosomal protein S12 [Propionibacterium freudenreichii subsp. freudenreichii]",0.466049507391291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918691|emb|CDP47965.1|",9.42149805488997,9.27489023226701,9.31645438955476,9.47184736256412,9.86944199383169,9.53971617150209,"a2.a1.a1",0.0905390227063343,0.232230001133926,"gi|659918691|emb|CDP47965.1| DNA-directed RNA polymerase beta chain (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase beta subunit) [Propionibacterium freudenreichii subsp. freudenreichii]",2.09747025672615,90,99,86,117,114,111,"a2.a1.a1","OK",0.00693435990490185,0.0461493607464158,"gi|659918691|emb|CDP47965.1| DNA-directed RNA polymerase beta chain (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase beta subunit) [Propionibacterium freudenreichii subsp. freudenreichii]",1.24363636363636
"gi|659918692|emb|CDP47966.1|",8.75132413419014,8.6479768526203,8.62166601365299,9.33329512224997,9.7400561615695,9.41649193471206,"a3.a1.a1",0.00320764622736387,0.023255435148388,"gi|659918692|emb|CDP47966.1| DNA-directed RNA polymerase beta chain (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase subunit beta) [Propionibacterium freudenreichii subsp. freudenreichii]",7.18884521387128,62,80,71,118,114,114,"a3.a1.a1","OK",1.58230505556918e-08,1.0096085881009e-06,"gi|659918692|emb|CDP47966.1| DNA-directed RNA polymerase beta chain (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase subunit beta) [Propionibacterium freudenreichii subsp. freudenreichii]",1.62441314553991
"gi|659918695|emb|CDP47969.1|",8.82210395440221,8.98409968739222,9.22736659766469,7.54532745125957,8.06408772507015,6.06248553149287,"c120.a1.a1",0.043064133858958,0.136798895998333,"gi|659918695|emb|CDP47969.1| 50S ribosomal protein L10 [Propionibacterium freudenreichii subsp. freudenreichii]",0.0458868411102911,19,22,22,14,12,8,"c120.a1.a1","OK",0.00300551994916595,0.0238383020625628,"gi|659918695|emb|CDP47969.1| 50S ribosomal protein L10 [Propionibacterium freudenreichii subsp. freudenreichii]",0.53968253968254
"gi|659918696|emb|CDP47970.1|",7.00793616985476,7.44106195852179,7.63509483404815,7.50998371402227,7.71000626089242,6.44938001969487,"c288.a1.a1",0.76543286944064,0.860370279603821,"gi|659918696|emb|CDP47970.1| Lipoic acid synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",1.06798709273828,6,9,10,10,9,7,"c288.a1.a1","OK",0.888634315739506,0.9171466467258,"gi|659918696|emb|CDP47970.1| Lipoic acid synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",1.04
"gi|659918697|emb|CDP47971.1|",7.00047310657243,7.1640549296329,7.40021617447859,7.00918297899431,7.23808746165405,6.36722060802815,"c458.a1.a1",0.329156163884361,0.506394098283632,"gi|659918697|emb|CDP47971.1| Lipoyltransferase (Lipoyl-[acyl-carrier-protein]-protein-N-lipoyltransferase) (Lipoate-protein ligase B) [Propionibacterium freudenreichii subsp. freudenreichii]",0.600105849343786,5,5,4,5,5,2,"c458.a1.a1","OK",0.694743411831766,0.901920258857833,"gi|659918697|emb|CDP47971.1| Lipoyltransferase (Lipoyl-[acyl-carrier-protein]-protein-N-lipoyltransferase) (Lipoate-protein ligase B) [Propionibacterium freudenreichii subsp. freudenreichii]",0.857142857142857
"gi|659918698|emb|CDP47972.1|",8.28703954495816,8.54519173321412,8.48268724622502,8.67676393482257,8.98587426200903,7.59121926572751,"c135.a1.a1",0.964514060190316,0.986829938068879,"gi|659918698|emb|CDP47972.1| 50S ribosomal protein L1 [Propionibacterium freudenreichii subsp. freudenreichii]",1.74684720290787,12,17,17,21,22,18,"c135.a1.a1","OK",0.146363612311288,0.43458734117044,"gi|659918698|emb|CDP47972.1| 50S ribosomal protein L1 [Propionibacterium freudenreichii subsp. freudenreichii]",1.32608695652174
"gi|659918701|emb|CDP47975.1|",7.2603104460654,7.33750181315986,7.50005416886676,7.21918922085782,7.40697410405742,6.83439027762308,"c504.a1.a1",0.309641691880884,0.484823764681337,"gi|659918701|emb|CDP47975.1| SecE/Sec61-gamma subunit of protein translocation complex [Propionibacterium freudenreichii subsp. freudenreichii]",0.683345408444248,5,5,5,5,5,4,"c504.a1.a1","OK",0.852669247886317,0.913880409076629,"gi|659918701|emb|CDP47975.1| SecE/Sec61-gamma subunit of protein translocation complex [Propionibacterium freudenreichii subsp. freudenreichii]",0.933333333333333
"gi|659918703|emb|CDP47977.1|",8.23007088592973,8.52702160351385,8.42125661534559,8.1224269804792,8.00199866952869,7.6638990743316,"c187.a1.a1",0.0462866788730194,0.141448408703567,"gi|659918703|emb|CDP47977.1| Hypothetical protein PFCIRM129_08360 [Propionibacterium freudenreichii subsp. freudenreichii]",0.362448504098182,10,16,17,16,14,12,"c187.a1.a1","OK",0.913625668682121,0.924197628950264,"gi|659918703|emb|CDP47977.1| Hypothetical protein PFCIRM129_08360 [Propionibacterium freudenreichii subsp. freudenreichii]",0.976744186046512
"gi|659918711|emb|CDP47985.1|",6.99286497599703,7.11699720579767,7.25080837238654,7.09620252734571,7.40260725173526,6.79448645296038,"c435.a1.a1",0.911927895586687,0.957063636582549,"gi|659918711|emb|CDP47985.1| Exodeoxyribonuclease III/exonuclease III [Propionibacterium freudenreichii subsp. freudenreichii]",1.07939767790377,2,2,4,6,6,5,"c435.a1.a1","OK",0.0686968589784454,0.259970466330195,"gi|659918711|emb|CDP47985.1| Exodeoxyribonuclease III/exonuclease III [Propionibacterium freudenreichii subsp. freudenreichii]",2.125
"gi|659918719|emb|CDP47993.1|",8.31037428768869,8.33852890078126,8.38677412818942,8.27642622769546,8.77332394675303,8.35644882697491,"c138.a1.a1",0.471888911529723,0.632091382649514,"gi|659918719|emb|CDP47993.1| Heptaprenyl diphosphate synthase component II [Propionibacterium freudenreichii subsp. freudenreichii]",1.51578388161763,11,19,21,21,10,12,"c138.a1.a1","OK",0.409010414210028,0.749528297592644,"gi|659918719|emb|CDP47993.1| Heptaprenyl diphosphate synthase component II [Propionibacterium freudenreichii subsp. freudenreichii]",0.843137254901961
"gi|659918721|emb|CDP47995.1|",6.90540154711541,7.33872481022227,7.19261148510649,7.17338786219965,6.6400396978268,7.16266873490788,"c600.a1.a1",0.518649127630524,0.665523216871026,"gi|659918721|emb|CDP47995.1| NADH dehydrogenase I chain M [Propionibacterium freudenreichii subsp. freudenreichii]",0.744226360492448,1,3,2,3,2,2,"c600.a1.a1","OK",0.781406071867712,0.91028495461161,"gi|659918721|emb|CDP47995.1| NADH dehydrogenase I chain M [Propionibacterium freudenreichii subsp. freudenreichii]",1.16666666666667
"gi|659918724|emb|CDP47998.1|",6.66276627678168,6.81078142942608,7.05053524476026,6.63916216414023,7.42830217245203,5.40910503880315,"c689.a1.a1",0.590791907281133,0.721431325447039,"gi|659918724|emb|CDP47998.1| NADH-quinone oxidoreductase chain J (NADH dehydrogenase I, chain J) [Propionibacterium freudenreichii subsp. freudenreichii]",1.40898532601533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918725|emb|CDP47999.1|",6.74307880017748,6.85236981105515,7.44389351585191,6.96092995704839,7.80493700347383,6.64643118396693,"c525.a1.a1",0.776148374300554,0.86904644226703,"gi|659918725|emb|CDP47999.1| NADH-quinone oxidoreductase subunit I (NADH dehydrogenase I subunit I) (NDH-1 subunit I) [Propionibacterium freudenreichii subsp. freudenreichii]",1.91348309321473,3,4,3,4,4,4,"c525.a1.a1","OK",0.669600785514451,0.887182734125555,"gi|659918725|emb|CDP47999.1| NADH-quinone oxidoreductase subunit I (NADH dehydrogenase I subunit I) (NDH-1 subunit I) [Propionibacterium freudenreichii subsp. freudenreichii]",1.2
"gi|659918727|emb|CDP48001.1|",8.82486096974848,8.62328779392915,8.40780151652309,8.64290644003447,8.62059542484188,8.78092432341724,"b38.a1.a1",0.655222903716717,0.772417244218894,"gi|659918727|emb|CDP48001.1| NADH-quinone oxidoreductase chain G (NADH dehydrogenase I, chain G) [Propionibacterium freudenreichii subsp. freudenreichii]",1.08692756522404,20,26,26,37,35,38,"b38.a1.a1","OK",0.00469652540187354,0.034206716221604,"gi|659918727|emb|CDP48001.1| NADH-quinone oxidoreductase chain G (NADH dehydrogenase I, chain G) [Propionibacterium freudenreichii subsp. freudenreichii]",1.52777777777778
"gi|659918728|emb|CDP48002.1|",8.27608077619175,8.1693900842411,8.07272161416931,8.35011782458554,8.22881239777415,8.42416006783963,"c124.a1.a1",0.119351813010405,0.27469861724617,"gi|659918728|emb|CDP48002.1| NADH-quinone oxidoreductase chain F (NADH dehydrogenase I, chain F) (NDH-1, chain F) [Propionibacterium freudenreichii subsp. freudenreichii]",1.44877163389409,12,20,18,22,21,22,"c124.a1.a1","OK",0.161288090023507,0.45332914623112,"gi|659918728|emb|CDP48002.1| NADH-quinone oxidoreductase chain F (NADH dehydrogenase I, chain F) (NDH-1, chain F) [Propionibacterium freudenreichii subsp. freudenreichii]",1.3
"gi|659918730|emb|CDP48004.1|",8.40515855609519,8.34968811443605,8.35284252934214,8.34740827207603,8.45188721790052,8.4010266930087,"c122.a1.a1",0.428937380327366,0.59799942645523,"gi|659918730|emb|CDP48004.1| NADH-quinone oxidoreductase chain D (NADH dehydrogenase I, chain D) [Propionibacterium freudenreichii subsp. freudenreichii]",1.07699364192863,14,16,17,20,21,20,"c122.a1.a1","OK",0.177321379284384,0.481758148752447,"gi|659918730|emb|CDP48004.1| NADH-quinone oxidoreductase chain D (NADH dehydrogenase I, chain D) [Propionibacterium freudenreichii subsp. freudenreichii]",1.29787234042553
"gi|659918731|emb|CDP48005.1|",7.03819806203658,7.39162480600805,7.46430495727858,7.865450217812,8.44878617537631,7.26499121839445,"c159.a1.a1",0.199854314561752,0.375131075876428,"gi|659918731|emb|CDP48005.1| NADH-quinone oxidoreductase chain C (NADH dehydrogenase I, chain C) [Propionibacterium freudenreichii subsp. freudenreichii]",5.76348704039992,9,14,9,18,20,10,"c159.a1.a1","OK",0.0726689166814184,0.271453566184137,"gi|659918731|emb|CDP48005.1| NADH-quinone oxidoreductase chain C (NADH dehydrogenase I, chain C) [Propionibacterium freudenreichii subsp. freudenreichii]",1.5
"gi|659918732|emb|CDP48006.1|",7.96247573408997,8.06118849898328,8.55334532603763,7.29253793306153,7.97637057163291,6.87110551598178,"c334.a1.a1",0.0932923970072497,0.232230001133926,"gi|659918732|emb|CDP48006.1| NADH-quinone oxidoreductase chain B [Propionibacterium freudenreichii subsp. freudenreichii]",0.21571077701014,4,6,5,5,5,6,"c334.a1.a1","OK",0.857450209572095,0.913880409076629,"gi|659918732|emb|CDP48006.1| NADH-quinone oxidoreductase chain B [Propionibacterium freudenreichii subsp. freudenreichii]",1.06666666666667
